identifiant GO	définition	occurence	pvalue
GO:0005844	C:polysome	{'GO:0000006': 0}	1.0
GO:0005856	C:cytoskeleton	{'GO:0000006': 0}	1.0
GO:0005886	C:plasma membrane	{'GO:0000006': 0}	1.0
GO:0005887	C:integral component of plasma membrane	{'GO:0000006': 0}	1.0
GO:0005945	C:6-phosphofructokinase complex	{'GO:0000006': 0}	1.0
GO:0005948	C:acetolactate synthase complex	{'GO:0000006': 0}	1.0
GO:0005951	C:carbamoyl-phosphate synthase complex	{'GO:0000006': 0}	1.0
GO:0005960	C:glycine cleavage complex	{'GO:0000006': 0}	1.0
GO:0005971	C:ribonucleoside-diphosphate reductase complex	{'GO:0000006': 0}	1.0
GO:0005975	P:carbohydrate metabolic process	{'GO:0000006': 0}	1.0
GO:0005978	P:glycogen biosynthetic process	{'GO:0000006': 0}	1.0
GO:0005980	P:glycogen catabolic process	{'GO:0000006': 0}	1.0
GO:0005986	P:sucrose biosynthetic process	{'GO:0000006': 0}	1.0
GO:0005989	P:lactose biosynthetic process	{'GO:0000006': 0}	1.0
GO:0005990	P:lactose catabolic process	{'GO:0000006': 0}	1.0
GO:0005991	P:trehalose metabolic process	{'GO:0000006': 0}	1.0
GO:0005992	P:trehalose biosynthetic process	{'GO:0000006': 0}	1.0
GO:0005993	P:trehalose catabolic process	{'GO:0000006': 0}	1.0
GO:0005995	P:melibiose catabolic process	{'GO:0000006': 0}	1.0
GO:0005998	P:xylulose catabolic process	{'GO:0000006': 0}	1.0
GO:0006000	P:fructose metabolic process	{'GO:0000006': 0}	1.0
GO:0006001	P:fructose catabolic process	{'GO:0000006': 0}	1.0
GO:0006002	P:fructose 6-phosphate metabolic process	{'GO:0000006': 0}	1.0
GO:0006004	P:fucose metabolic process	{'GO:0000006': 0}	1.0
GO:0006006	P:glucose metabolic process	{'GO:0000006': 0}	1.0
GO:0006007	P:glucose catabolic process	{'GO:0000006': 0}	1.0
GO:0006011	P:UDP-glucose metabolic process	{'GO:0000006': 0}	1.0
GO:0006012	P:galactose metabolic process	{'GO:0000006': 0}	1.0
GO:0006013	P:mannose metabolic process	{'GO:0000006': 0}	1.0
GO:0006014	P:D-ribose metabolic process	{'GO:0000006': 0}	1.0
GO:0006015	P:5-phosphoribose 1-diphosphate biosynthetic process	{'GO:0000006': 0}	1.0
GO:0006020	P:inositol metabolic process	{'GO:0000006': 0}	1.0
GO:0006032	P:chitin catabolic process	{'GO:0000006': 0}	1.0
GO:0006040	P:amino sugar metabolic process	{'GO:0000006': 0}	1.0
GO:0006043	P:glucosamine catabolic process	{'GO:0000006': 0}	1.0
GO:0006044	P:N-acetylglucosamine metabolic process	{'GO:0000006': 0}	1.0
GO:0006046	P:N-acetylglucosamine catabolic process	{'GO:0000006': 0}	1.0
GO:0006047	P:UDP-N-acetylglucosamine metabolic process	{'GO:0000006': 0}	1.0
GO:0006048	P:UDP-N-acetylglucosamine biosynthetic process	{'GO:0000006': 0}	1.0
GO:0006051	P:N-acetylmannosamine metabolic process	{'GO:0000006': 0}	1.0
GO:0006053	P:N-acetylmannosamine catabolic process	{'GO:0000006': 0}	1.0
GO:0006054	P:N-acetylneuraminate metabolic process	{'GO:0000006': 0}	1.0
GO:0006062	P:sorbitol catabolic process	{'GO:0000006': 0}	1.0
GO:0006065	P:UDP-glucuronate biosynthetic process	{'GO:0000006': 0}	1.0
GO:0006069	P:ethanol oxidation	{'GO:0000006': 0}	1.0
GO:0006071	P:glycerol metabolic process	{'GO:0000006': 0}	1.0
GO:0006072	P:glycerol-3-phosphate metabolic process	{'GO:0000006': 0}	1.0
GO:0006083	P:acetate metabolic process	{'GO:0000006': 0}	1.0
GO:0006084	P:acetyl-CoA metabolic process	{'GO:0000006': 0}	1.0
GO:0006085	P:acetyl-CoA biosynthetic process	{'GO:0000006': 0}	1.0
GO:0006086	P:acetyl-CoA biosynthetic process from pyruvate	{'GO:0000006': 0}	1.0
GO:0006090	P:pyruvate metabolic process	{'GO:0000006': 0}	1.0
GO:0006094	P:gluconeogenesis	{'GO:0000006': 0}	1.0
GO:0006096	P:glycolytic process	{'GO:0000006': 0}	1.0
GO:0006097	P:glyoxylate cycle	{'GO:0000006': 0}	1.0
GO:0006098	P:pentose-phosphate shunt	{'GO:0000006': 0}	1.0
GO:0006099	P:tricarboxylic acid cycle	{'GO:0000006': 0}	1.0
GO:0006101	P:citrate metabolic process	{'GO:0000006': 0}	1.0
GO:0006103	P:2-oxoglutarate metabolic process	{'GO:0000006': 0}	1.0
GO:0006104	P:succinyl-CoA metabolic process	{'GO:0000006': 0}	1.0
GO:0006105	P:succinate metabolic process	{'GO:0000006': 0}	1.0
GO:0006106	P:fumarate metabolic process	{'GO:0000006': 0}	1.0
GO:0006107	P:oxaloacetate metabolic process	{'GO:0000006': 0}	1.0
GO:0006108	P:malate metabolic process	{'GO:0000006': 0}	1.0
GO:0006113	P:fermentation	{'GO:0000006': 0}	1.0
GO:0006115	P:ethanol biosynthetic process	{'GO:0000006': 0}	1.0
GO:0006119	P:oxidative phosphorylation	{'GO:0000006': 0}	1.0
GO:0006124	P:ferredoxin metabolic process	{'GO:0000006': 0}	1.0
GO:0006139	P:nucleobase-containing compound metabolic process	{'GO:0000006': 0}	1.0
GO:0006144	P:purine nucleobase metabolic process	{'GO:0000006': 0}	1.0
GO:0006145	P:purine nucleobase catabolic process	{'GO:0000006': 0}	1.0
GO:0006146	P:adenine catabolic process	{'GO:0000006': 0}	1.0
GO:0006147	P:guanine catabolic process	{'GO:0000006': 0}	1.0
GO:0006148	P:inosine catabolic process	{'GO:0000006': 0}	1.0
GO:0006149	P:deoxyinosine catabolic process	{'GO:0000006': 0}	1.0
GO:0006150	P:hypoxanthine oxidation	{'GO:0000006': 0}	1.0
GO:0006152	P:purine nucleoside catabolic process	{'GO:0000006': 0}	1.0
GO:0006154	P:adenosine catabolic process	{'GO:0000006': 0}	1.0
GO:0006161	P:deoxyguanosine catabolic process	{'GO:0000006': 0}	1.0
GO:0006163	P:purine nucleotide metabolic process	{'GO:0000006': 0}	1.0
GO:0006164	P:purine nucleotide biosynthetic process	{'GO:0000006': 0}	1.0
GO:0006166	P:purine ribonucleoside salvage	{'GO:0000006': 0}	1.0
GO:0006168	P:adenine salvage	{'GO:0000006': 0}	1.0
GO:0006171	P:cAMP biosynthetic process	{'GO:0000006': 0}	1.0
GO:0006172	P:ADP biosynthetic process	{'GO:0000006': 0}	1.0
GO:0006177	P:GMP biosynthetic process	{'GO:0000006': 0}	1.0
GO:0006178	P:guanine salvage	{'GO:0000006': 0}	1.0
GO:0006183	P:GTP biosynthetic process	{'GO:0000006': 0}	1.0
GO:0006189	P:'de novo' IMP biosynthetic process	{'GO:0000006': 0}	1.0
GO:0006203	P:dGTP catabolic process	{'GO:0000006': 0}	1.0
GO:0006206	P:pyrimidine nucleobase metabolic process	{'GO:0000006': 0}	1.0
GO:0006207	P:'de novo' pyrimidine nucleobase biosynthetic process	{'GO:0000006': 0}	1.0
GO:0006208	P:pyrimidine nucleobase catabolic process	{'GO:0000006': 0}	1.0
GO:0006209	P:cytosine catabolic process	{'GO:0000006': 0}	1.0
GO:0006210	P:thymine catabolic process	{'GO:0000006': 0}	1.0
GO:0006212	P:uracil catabolic process	{'GO:0000006': 0}	1.0
GO:0006213	P:pyrimidine nucleoside metabolic process	{'GO:0000006': 0}	1.0
GO:0006217	P:deoxycytidine catabolic process	{'GO:0000006': 0}	1.0
GO:0006218	P:uridine catabolic process	{'GO:0000006': 0}	1.0
GO:0006220	P:pyrimidine nucleotide metabolic process	{'GO:0000006': 0}	1.0
GO:0006221	P:pyrimidine nucleotide biosynthetic process	{'GO:0000006': 0}	1.0
GO:0006223	P:uracil salvage	{'GO:0000006': 0}	1.0
GO:0006225	P:UDP biosynthetic process	{'GO:0000006': 0}	1.0
GO:0006226	P:dUMP biosynthetic process	{'GO:0000006': 0}	1.0
GO:0006227	P:dUDP biosynthetic process	{'GO:0000006': 0}	1.0
GO:0006228	P:UTP biosynthetic process	{'GO:0000006': 0}	1.0
GO:0006229	P:dUTP biosynthetic process	{'GO:0000006': 0}	1.0
GO:0006231	P:dTMP biosynthetic process	{'GO:0000006': 0}	1.0
GO:0006233	P:dTDP biosynthetic process	{'GO:0000006': 0}	1.0
GO:0006235	P:dTTP biosynthetic process	{'GO:0000006': 0}	1.0
GO:0006241	P:CTP biosynthetic process	{'GO:0000006': 0}	1.0
GO:0006259	P:DNA metabolic process	{'GO:0000006': 0}	1.0
GO:0006260	P:DNA replication	{'GO:0000006': 0}	1.0
GO:0006261	P:DNA-dependent DNA replication	{'GO:0000006': 0}	1.0
GO:0006265	P:DNA topological change	{'GO:0000006': 0}	1.0
GO:0006266	P:DNA ligation	{'GO:0000006': 0}	1.0
GO:0006267	P:pre-replicative complex assembly involved in nuclear cell cycle DNA replication	{'GO:0000006': 0}	1.0
GO:0006268	P:DNA unwinding involved in DNA replication	{'GO:0000006': 0}	1.0
GO:0006269	P:DNA replication, synthesis of RNA primer	{'GO:0000006': 0}	1.0
GO:0006270	P:DNA replication initiation	{'GO:0000006': 0}	1.0
GO:0006271	P:DNA strand elongation involved in DNA replication	{'GO:0000006': 0}	1.0
GO:0006274	P:DNA replication termination	{'GO:0000006': 0}	1.0
GO:0006275	P:regulation of DNA replication	{'GO:0000006': 0}	1.0
GO:0006276	P:plasmid maintenance	{'GO:0000006': 0}	1.0
GO:0006281	P:DNA repair	{'GO:0000006': 0}	1.0
GO:0006282	P:regulation of DNA repair	{'GO:0000006': 0}	1.0
GO:0006283	P:transcription-coupled nucleotide-excision repair	{'GO:0000006': 0}	1.0
GO:0006284	P:base-excision repair	{'GO:0000006': 0}	1.0
GO:0006285	P:base-excision repair, AP site formation	{'GO:0000006': 0}	1.0
GO:0006288	P:base-excision repair, DNA ligation	{'GO:0000006': 0}	1.0
GO:0006289	P:nucleotide-excision repair	{'GO:0000006': 0}	1.0
GO:0006298	P:mismatch repair	{'GO:0000006': 0}	1.0
GO:0006301	P:postreplication repair	{'GO:0000006': 0}	1.0
GO:0006302	P:double-strand break repair	{'GO:0000006': 0}	1.0
GO:0006304	P:DNA modification	{'GO:0000006': 0}	1.0
GO:0006307	P:DNA dealkylation involved in DNA repair	{'GO:0000006': 0}	1.0
GO:0006308	P:DNA catabolic process	{'GO:0000006': 0}	1.0
GO:0006310	P:DNA recombination	{'GO:0000006': 0}	1.0
GO:0006313	P:transposition, DNA-mediated	{'GO:0000006': 0}	1.0
GO:0006351	P:transcription, DNA-templated	{'GO:0000006': 0}	1.0
GO:0006352	P:DNA-templated transcription, initiation	{'GO:0000006': 0}	1.0
GO:0006353	P:DNA-templated transcription, termination	{'GO:0000006': 0}	1.0
GO:0006354	P:DNA-templated transcription, elongation	{'GO:0000006': 0}	1.0
GO:0006355	P:regulation of transcription, DNA-templated	{'GO:0000006': 0}	1.0
GO:0006364	P:rRNA processing	{'GO:0000006': 0}	1.0
GO:0006378	P:mRNA polyadenylation	{'GO:0000006': 0}	1.0
GO:0006382	P:adenosine to inosine editing	{'GO:0000006': 0}	1.0
GO:0006388	P:tRNA splicing, via endonucleolytic cleavage and ligation	{'GO:0000006': 0}	1.0
GO:0006396	P:RNA processing	{'GO:0000006': 0}	1.0
GO:0006397	P:mRNA processing	{'GO:0000006': 0}	1.0
GO:0006399	P:tRNA metabolic process	{'GO:0000006': 0}	1.0
GO:0006400	P:tRNA modification	{'GO:0000006': 0}	1.0
GO:0006401	P:RNA catabolic process	{'GO:0000006': 0}	1.0
GO:0006402	P:mRNA catabolic process	{'GO:0000006': 0}	1.0
GO:0006412	P:translation	{'GO:0000006': 0}	1.0
GO:0006413	P:translational initiation	{'GO:0000006': 0}	1.0
GO:0006414	P:translational elongation	{'GO:0000006': 0}	1.0
GO:0006415	P:translational termination	{'GO:0000006': 0}	1.0
GO:0006417	P:regulation of translation	{'GO:0000006': 0}	1.0
GO:0006418	P:tRNA aminoacylation for protein translation	{'GO:0000006': 0}	1.0
GO:0006419	P:alanyl-tRNA aminoacylation	{'GO:0000006': 0}	1.0
GO:0006420	P:arginyl-tRNA aminoacylation	{'GO:0000006': 0}	1.0
GO:0006421	P:asparaginyl-tRNA aminoacylation	{'GO:0000006': 0}	1.0
GO:0006422	P:aspartyl-tRNA aminoacylation	{'GO:0000006': 0}	1.0
GO:0006423	P:cysteinyl-tRNA aminoacylation	{'GO:0000006': 0}	1.0
GO:0006424	P:glutamyl-tRNA aminoacylation	{'GO:0000006': 0}	1.0
GO:0006425	P:glutaminyl-tRNA aminoacylation	{'GO:0000006': 0}	1.0
GO:0006426	P:glycyl-tRNA aminoacylation	{'GO:0000006': 0}	1.0
GO:0006427	P:histidyl-tRNA aminoacylation	{'GO:0000006': 0}	1.0
GO:0006428	P:isoleucyl-tRNA aminoacylation	{'GO:0000006': 0}	1.0
GO:0006429	P:leucyl-tRNA aminoacylation	{'GO:0000006': 0}	1.0
GO:0006430	P:lysyl-tRNA aminoacylation	{'GO:0000006': 0}	1.0
GO:0006431	P:methionyl-tRNA aminoacylation	{'GO:0000006': 0}	1.0
GO:0006432	P:phenylalanyl-tRNA aminoacylation	{'GO:0000006': 0}	1.0
GO:0006433	P:prolyl-tRNA aminoacylation	{'GO:0000006': 0}	1.0
GO:0006434	P:seryl-tRNA aminoacylation	{'GO:0000006': 0}	1.0
GO:0006435	P:threonyl-tRNA aminoacylation	{'GO:0000006': 0}	1.0
GO:0006436	P:tryptophanyl-tRNA aminoacylation	{'GO:0000006': 0}	1.0
GO:0006437	P:tyrosyl-tRNA aminoacylation	{'GO:0000006': 0}	1.0
GO:0006438	P:valyl-tRNA aminoacylation	{'GO:0000006': 0}	1.0
GO:0006448	P:regulation of translational elongation	{'GO:0000006': 0}	1.0
GO:0006449	P:regulation of translational termination	{'GO:0000006': 0}	1.0
GO:0006450	P:regulation of translational fidelity	{'GO:0000006': 0}	1.0
GO:0006457	P:protein folding	{'GO:0000006': 0}	1.0
GO:0006464	P:cellular protein modification process	{'GO:0000006': 0}	1.0
GO:0006465	P:signal peptide processing	{'GO:0000006': 0}	1.0
GO:0006468	P:protein phosphorylation	{'GO:0000006': 0}	1.0
GO:0006470	P:protein dephosphorylation	{'GO:0000006': 0}	1.0
GO:0006473	P:protein acetylation	{'GO:0000006': 0}	1.0
GO:0006474	P:N-terminal protein amino acid acetylation	{'GO:0000006': 0}	1.0
GO:0006479	P:protein methylation	{'GO:0000006': 0}	1.0
GO:0006482	P:protein demethylation	{'GO:0000006': 0}	1.0
GO:0006486	P:protein glycosylation	{'GO:0000006': 0}	1.0
GO:0006487	P:protein N-linked glycosylation	{'GO:0000006': 0}	1.0
GO:0006490	P:oligosaccharide-lipid intermediate biosynthetic process	{'GO:0000006': 0}	1.0
GO:0006493	P:protein O-linked glycosylation	{'GO:0000006': 0}	1.0
GO:0006508	P:proteolysis	{'GO:0000006': 0}	1.0
GO:0006515	P:protein quality control for misfolded or incompletely synthesized proteins	{'GO:0000006': 0}	1.0
GO:0006518	P:peptide metabolic process	{'GO:0000006': 0}	1.0
GO:0006520	P:cellular amino acid metabolic process	{'GO:0000006': 0}	1.0
GO:0006523	P:alanine biosynthetic process	{'GO:0000006': 0}	1.0
GO:0006524	P:alanine catabolic process	{'GO:0000006': 0}	1.0
GO:0006525	P:arginine metabolic process	{'GO:0000006': 0}	1.0
GO:0006526	P:arginine biosynthetic process	{'GO:0000006': 0}	1.0
GO:0006527	P:arginine catabolic process	{'GO:0000006': 0}	1.0
GO:0006529	P:asparagine biosynthetic process	{'GO:0000006': 0}	1.0
GO:0006530	P:asparagine catabolic process	{'GO:0000006': 0}	1.0
GO:0006531	P:aspartate metabolic process	{'GO:0000006': 0}	1.0
GO:0006532	P:aspartate biosynthetic process	{'GO:0000006': 0}	1.0
GO:0006534	P:cysteine metabolic process	{'GO:0000006': 0}	1.0
GO:0006535	P:cysteine biosynthetic process from serine	{'GO:0000006': 0}	1.0
GO:0006537	P:glutamate biosynthetic process	{'GO:0000006': 0}	1.0
GO:0006538	P:glutamate catabolic process	{'GO:0000006': 0}	1.0
GO:0006541	P:glutamine metabolic process	{'GO:0000006': 0}	1.0
GO:0006542	P:glutamine biosynthetic process	{'GO:0000006': 0}	1.0
GO:0006543	P:glutamine catabolic process	{'GO:0000006': 0}	1.0
GO:0006544	P:glycine metabolic process	{'GO:0000006': 0}	1.0
GO:0006545	P:glycine biosynthetic process	{'GO:0000006': 0}	1.0
GO:0006546	P:glycine catabolic process	{'GO:0000006': 0}	1.0
GO:0006554	P:lysine catabolic process	{'GO:0000006': 0}	1.0
GO:0006556	P:S-adenosylmethionine biosynthetic process	{'GO:0000006': 0}	1.0
GO:0006557	P:S-adenosylmethioninamine biosynthetic process	{'GO:0000006': 0}	1.0
GO:0006559	P:L-phenylalanine catabolic process	{'GO:0000006': 0}	1.0
GO:0006560	P:proline metabolic process	{'GO:0000006': 0}	1.0
GO:0006561	P:proline biosynthetic process	{'GO:0000006': 0}	1.0
GO:0006563	P:L-serine metabolic process	{'GO:0000006': 0}	1.0
GO:0006564	P:L-serine biosynthetic process	{'GO:0000006': 0}	1.0
GO:0006565	P:L-serine catabolic process	{'GO:0000006': 0}	1.0
GO:0006566	P:threonine metabolic process	{'GO:0000006': 0}	1.0
GO:0006567	P:threonine catabolic process	{'GO:0000006': 0}	1.0
GO:0006569	P:tryptophan catabolic process	{'GO:0000006': 0}	1.0
GO:0006571	P:tyrosine biosynthetic process	{'GO:0000006': 0}	1.0
GO:0006576	P:cellular biogenic amine metabolic process	{'GO:0000006': 0}	1.0
GO:0006593	P:ornithine catabolic process	{'GO:0000006': 0}	1.0
GO:0006598	P:polyamine catabolic process	{'GO:0000006': 0}	1.0
GO:0006605	P:protein targeting	{'GO:0000006': 0}	1.0
GO:0006612	P:protein targeting to membrane	{'GO:0000006': 0}	1.0
GO:0006614	P:SRP-dependent cotranslational protein targeting to membrane	{'GO:0000006': 0}	1.0
GO:0006616	P:SRP-dependent cotranslational protein targeting to membrane, translocation	{'GO:0000006': 0}	1.0
GO:0006629	P:lipid metabolic process	{'GO:0000006': 0}	1.0
GO:0006631	P:fatty acid metabolic process	{'GO:0000006': 0}	1.0
GO:0006633	P:fatty acid biosynthetic process	{'GO:0000006': 0}	1.0
GO:0006635	P:fatty acid beta-oxidation	{'GO:0000006': 0}	1.0
GO:0006637	P:acyl-CoA metabolic process	{'GO:0000006': 0}	1.0
GO:0006646	P:phosphatidylethanolamine biosynthetic process	{'GO:0000006': 0}	1.0
GO:0006650	P:glycerophospholipid metabolic process	{'GO:0000006': 0}	1.0
GO:0006654	P:phosphatidic acid biosynthetic process	{'GO:0000006': 0}	1.0
GO:0006655	P:phosphatidylglycerol biosynthetic process	{'GO:0000006': 0}	1.0
GO:0006662	P:glycerol ether metabolic process	{'GO:0000006': 0}	1.0
GO:0006665	P:sphingolipid metabolic process	{'GO:0000006': 0}	1.0
GO:0006725	P:cellular aromatic compound metabolic process	{'GO:0000006': 0}	1.0
GO:0006729	P:tetrahydrobiopterin biosynthetic process	{'GO:0000006': 0}	1.0
GO:0006730	P:one-carbon metabolic process	{'GO:0000006': 0}	1.0
GO:0006734	P:NADH metabolic process	{'GO:0000006': 0}	1.0
GO:0006739	P:NADP metabolic process	{'GO:0000006': 0}	1.0
GO:0006740	P:NADPH regeneration	{'GO:0000006': 0}	1.0
GO:0006741	P:NADP biosynthetic process	{'GO:0000006': 0}	1.0
GO:0006742	P:NADP catabolic process	{'GO:0000006': 0}	1.0
GO:0006744	P:ubiquinone biosynthetic process	{'GO:0000006': 0}	1.0
GO:0006747	P:FAD biosynthetic process	{'GO:0000006': 0}	1.0
GO:0006749	P:glutathione metabolic process	{'GO:0000006': 0}	1.0
GO:0006750	P:glutathione biosynthetic process	{'GO:0000006': 0}	1.0
GO:0006751	P:glutathione catabolic process	{'GO:0000006': 0}	1.0
GO:0006753	P:nucleoside phosphate metabolic process	{'GO:0000006': 0}	1.0
GO:0006754	P:ATP biosynthetic process	{'GO:0000006': 0}	1.0
GO:0006757	P:ATP generation from ADP	{'GO:0000006': 0}	1.0
GO:0006760	P:folic acid-containing compound metabolic process	{'GO:0000006': 0}	1.0
GO:0006768	P:biotin metabolic process	{'GO:0000006': 0}	1.0
GO:0006771	P:riboflavin metabolic process	{'GO:0000006': 0}	1.0
GO:0006772	P:thiamine metabolic process	{'GO:0000006': 0}	1.0
GO:0006777	P:Mo-molybdopterin cofactor biosynthetic process	{'GO:0000006': 0}	1.0
GO:0006779	P:porphyrin-containing compound biosynthetic process	{'GO:0000006': 0}	1.0
GO:0006780	P:uroporphyrinogen III biosynthetic process	{'GO:0000006': 0}	1.0
GO:0006782	P:protoporphyrinogen IX biosynthetic process	{'GO:0000006': 0}	1.0
GO:0006783	P:heme biosynthetic process	{'GO:0000006': 0}	1.0
GO:0006790	P:sulfur compound metabolic process	{'GO:0000006': 0}	1.0
GO:0006791	P:sulfur utilization	{'GO:0000006': 0}	1.0
GO:0006793	P:phosphorus metabolic process	{'GO:0000006': 0}	1.0
GO:0006796	P:phosphate-containing compound metabolic process	{'GO:0000006': 0}	1.0
GO:0006798	P:polyphosphate catabolic process	{'GO:0000006': 0}	1.0
GO:0006799	P:polyphosphate biosynthetic process	{'GO:0000006': 0}	1.0
GO:0006801	P:superoxide metabolic process	{'GO:0000006': 0}	1.0
GO:0006805	P:xenobiotic metabolic process	{'GO:0000006': 0}	1.0
GO:0006807	P:nitrogen compound metabolic process	{'GO:0000006': 0}	1.0
GO:0006808	P:regulation of nitrogen utilization	{'GO:0000006': 0}	1.0
GO:0006811	P:ion transport	{'GO:0000006': 0}	1.0
GO:0006812	P:cation transport	{'GO:0000006': 0}	1.0
GO:0006813	P:potassium ion transport	{'GO:0000006': 0}	1.0
GO:0006814	P:sodium ion transport	{'GO:0000006': 0}	1.0
GO:0006817	P:phosphate ion transport	{'GO:0000006': 0}	1.0
GO:0006821	P:chloride transport	{'GO:0000006': 0}	1.0
GO:0006824	P:cobalt ion transport	{'GO:0000006': 0}	1.0
GO:0006825	P:copper ion transport	{'GO:0000006': 0}	1.0
GO:0006826	P:iron ion transport	{'GO:0000006': 0}	1.0
GO:0006828	P:manganese ion transport	{'GO:0000006': 0}	1.0
GO:0006829	P:zinc ion transport	{'GO:0000006': 0}	1.0
GO:0006833	P:water transport	{'GO:0000006': 0}	1.0
GO:0006835	P:dicarboxylic acid transport	{'GO:0000006': 0}	1.0
GO:0006847	P:plasma membrane acetate transport	{'GO:0000006': 0}	1.0
GO:0006849	P:plasma membrane pyruvate transport	{'GO:0000006': 0}	1.0
GO:0006855	P:drug transmembrane transport	{'GO:0000006': 0}	1.0
GO:0006857	P:oligopeptide transport	{'GO:0000006': 0}	1.0
GO:0006865	P:amino acid transport	{'GO:0000006': 0}	1.0
GO:0006874	P:cellular calcium ion homeostasis	{'GO:0000006': 0}	1.0
GO:0006876	P:cellular cadmium ion homeostasis	{'GO:0000006': 0}	1.0
GO:0006878	P:cellular copper ion homeostasis	{'GO:0000006': 0}	1.0
GO:0006879	P:cellular iron ion homeostasis	{'GO:0000006': 0}	1.0
GO:0006880	P:intracellular sequestering of iron ion	{'GO:0000006': 0}	1.0
GO:0006882	P:cellular zinc ion homeostasis	{'GO:0000006': 0}	1.0
GO:0006883	P:cellular sodium ion homeostasis	{'GO:0000006': 0}	1.0
GO:0006884	P:cell volume homeostasis	{'GO:0000006': 0}	1.0
GO:0006885	P:regulation of pH	{'GO:0000006': 0}	1.0
GO:0006886	P:intracellular protein transport	{'GO:0000006': 0}	1.0
GO:0006935	P:chemotaxis	{'GO:0000006': 0}	1.0
GO:0006970	P:response to osmotic stress	{'GO:0000006': 0}	1.0
GO:0006972	P:hyperosmotic response	{'GO:0000006': 0}	1.0
GO:0006974	P:cellular response to DNA damage stimulus	{'GO:0000006': 0}	1.0
GO:0006979	P:response to oxidative stress	{'GO:0000006': 0}	1.0
GO:0006986	P:response to unfolded protein	{'GO:0000006': 0}	1.0
GO:0006995	P:cellular response to nitrogen starvation	{'GO:0000006': 0}	1.0
GO:0007049	P:cell cycle	{'GO:0000006': 0}	1.0
GO:0007059	P:chromosome segregation	{'GO:0000006': 0}	1.0
GO:0007062	P:sister chromatid cohesion	{'GO:0000006': 0}	1.0
GO:0007155	P:cell adhesion	{'GO:0000006': 0}	1.0
GO:0007165	P:signal transduction	{'GO:0000006': 0}	1.0
GO:0007172	P:signal complex assembly	{'GO:0000006': 0}	1.0
GO:0007231	P:osmosensory signaling pathway	{'GO:0000006': 0}	1.0
GO:0007234	P:osmosensory signaling via phosphorelay pathway	{'GO:0000006': 0}	1.0
GO:0007584	P:response to nutrient	{'GO:0000006': 0}	1.0
GO:0008022	F:protein C-terminus binding	{'GO:0000006': 0}	1.0
GO:0008033	P:tRNA processing	{'GO:0000006': 0}	1.0
GO:0008047	F:enzyme activator activity	{'GO:0000006': 0}	1.0
GO:0008061	F:chitin binding	{'GO:0000006': 0}	1.0
GO:0008073	F:ornithine decarboxylase inhibitor activity	{'GO:0000006': 0}	1.0
GO:0008080	F:N-acetyltransferase activity	{'GO:0000006': 0}	1.0
GO:0008081	F:phosphoric diester hydrolase activity	{'GO:0000006': 0}	1.0
GO:0008092	F:cytoskeletal protein binding	{'GO:0000006': 0}	1.0
GO:0008094	F:DNA-dependent ATPase activity	{'GO:0000006': 0}	1.0
GO:0008097	F:5S rRNA binding	{'GO:0000006': 0}	1.0
GO:0008104	P:protein localization	{'GO:0000006': 0}	1.0
GO:0008106	F:alcohol dehydrogenase (NADP+) activity	{'GO:0000006': 0}	1.0
GO:0008108	F:UDP-glucose:hexose-1-phosphate uridylyltransferase activity	{'GO:0000006': 0}	1.0
GO:0008113	F:peptide-methionine (S)-S-oxide reductase activity	{'GO:0000006': 0}	1.0
GO:0008115	F:sarcosine oxidase activity	{'GO:0000006': 0}	1.0
GO:0008126	F:acetylesterase activity	{'GO:0000006': 0}	1.0
GO:0008127	F:quercetin 2,3-dioxygenase activity	{'GO:0000006': 0}	1.0
GO:0008131	F:primary amine oxidase activity	{'GO:0000006': 0}	1.0
GO:0008134	F:transcription factor binding	{'GO:0000006': 0}	1.0
GO:0008137	F:NADH dehydrogenase (ubiquinone) activity	{'GO:0000006': 0}	1.0
GO:0008138	F:protein tyrosine/serine/threonine phosphatase activity	{'GO:0000006': 0}	1.0
GO:0008143	F:poly(A) binding	{'GO:0000006': 0}	1.0
GO:0008144	F:drug binding	{'GO:0000006': 0}	1.0
GO:0008152	P:metabolic process	{'GO:0000006': 0}	1.0
GO:0008153	P:para-aminobenzoic acid biosynthetic process	{'GO:0000006': 0}	1.0
GO:0008156	P:negative regulation of DNA replication	{'GO:0000006': 0}	1.0
GO:0008168	F:methyltransferase activity	{'GO:0000006': 0}	1.0
GO:0008170	F:N-methyltransferase activity	{'GO:0000006': 0}	1.0
GO:0008173	F:RNA methyltransferase activity	{'GO:0000006': 0}	1.0
GO:0008176	F:tRNA (guanine-N7-)-methyltransferase activity	{'GO:0000006': 0}	1.0
GO:0008177	F:succinate dehydrogenase (ubiquinone) activity	{'GO:0000006': 0}	1.0
GO:0008184	F:glycogen phosphorylase activity	{'GO:0000006': 0}	1.0
GO:0008186	F:RNA-dependent ATPase activity	{'GO:0000006': 0}	1.0
GO:0008195	F:phosphatidate phosphatase activity	{'GO:0000006': 0}	1.0
GO:0008198	F:ferrous iron binding	{'GO:0000006': 0}	1.0
GO:0008199	F:ferric iron binding	{'GO:0000006': 0}	1.0
GO:0008201	F:heparin binding	{'GO:0000006': 0}	1.0
GO:0008216	P:spermidine metabolic process	{'GO:0000006': 0}	1.0
GO:0008219	P:cell death	{'GO:0000006': 0}	1.0
GO:0008233	F:peptidase activity	{'GO:0000006': 0}	1.0
