identifiant GO	définition	occurence	pvalue
GO:0016763	F:transferase activity, transferring pentosyl groups	{'GO:0000006': 0}	1.0
GO:0016765	F:transferase activity, transferring alkyl or aryl (other than methyl) groups	{'GO:0000006': 0}	1.0
GO:0016768	F:spermine synthase activity	{'GO:0000006': 0}	1.0
GO:0016772	F:transferase activity, transferring phosphorus-containing groups	{'GO:0000006': 0}	1.0
GO:0016773	F:phosphotransferase activity, alcohol group as acceptor	{'GO:0000006': 0}	1.0
GO:0016774	F:phosphotransferase activity, carboxyl group as acceptor	{'GO:0000006': 0}	1.0
GO:0016776	F:phosphotransferase activity, phosphate group as acceptor	{'GO:0000006': 0}	1.0
GO:0016778	F:diphosphotransferase activity	{'GO:0000006': 0}	1.0
GO:0016779	F:nucleotidyltransferase activity	{'GO:0000006': 0}	1.0
GO:0016780	F:phosphotransferase activity, for other substituted phosphate groups	{'GO:0000006': 0}	1.0
GO:0016783	F:sulfurtransferase activity	{'GO:0000006': 0}	1.0
GO:0016784	F:3-mercaptopyruvate sulfurtransferase activity	{'GO:0000006': 0}	1.0
GO:0016787	F:hydrolase activity	{'GO:0000006': 0}	1.0
GO:0016788	F:hydrolase activity, acting on ester bonds	{'GO:0000006': 0}	1.0
GO:0016790	F:thiolester hydrolase activity	{'GO:0000006': 0}	1.0
GO:0016791	F:phosphatase activity	{'GO:0000006': 0}	1.0
GO:0016795	F:phosphoric triester hydrolase activity	{'GO:0000006': 0}	1.0
GO:0016798	F:hydrolase activity, acting on glycosyl bonds	{'GO:0000006': 0}	1.0
GO:0016799	F:hydrolase activity, hydrolyzing N-glycosyl compounds	{'GO:0000006': 0}	1.0
GO:0016803	F:ether hydrolase activity	{'GO:0000006': 0}	1.0
GO:0016805	F:dipeptidase activity	{'GO:0000006': 0}	1.0
GO:0016807	F:cysteine-type carboxypeptidase activity	{'GO:0000006': 0}	1.0
GO:0016810	F:hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds	{'GO:0000006': 0}	1.0
GO:0016811	F:hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds, in linear amides	{'GO:0000006': 0}	1.0
GO:0016812	F:hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds, in cyclic amides	{'GO:0000006': 0}	1.0
GO:0016814	F:hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds, in cyclic amidines	{'GO:0000006': 0}	1.0
GO:0016817	F:hydrolase activity, acting on acid anhydrides	{'GO:0000006': 0}	1.0
GO:0016818	F:hydrolase activity, acting on acid anhydrides, in phosphorus-containing anhydrides	{'GO:0000006': 0}	1.0
GO:0016823	F:hydrolase activity, acting on acid carbon-carbon bonds, in ketonic substances	{'GO:0000006': 0}	1.0
GO:0016829	F:lyase activity	{'GO:0000006': 0}	1.0
GO:0016830	F:carbon-carbon lyase activity	{'GO:0000006': 0}	1.0
GO:0016831	F:carboxy-lyase activity	{'GO:0000006': 0}	1.0
GO:0016832	F:aldehyde-lyase activity	{'GO:0000006': 0}	1.0
GO:0016833	F:oxo-acid-lyase activity	{'GO:0000006': 0}	1.0
GO:0016835	F:carbon-oxygen lyase activity	{'GO:0000006': 0}	1.0
GO:0016836	F:hydro-lyase activity	{'GO:0000006': 0}	1.0
GO:0016837	F:carbon-oxygen lyase activity, acting on polysaccharides	{'GO:0000006': 0}	1.0
GO:0016840	F:carbon-nitrogen lyase activity	{'GO:0000006': 0}	1.0
GO:0016846	F:carbon-sulfur lyase activity	{'GO:0000006': 0}	1.0
GO:0016853	F:isomerase activity	{'GO:0000006': 0}	1.0
GO:0016855	F:racemase and epimerase activity, acting on amino acids and derivatives	{'GO:0000006': 0}	1.0
GO:0016857	F:racemase and epimerase activity, acting on carbohydrates and derivatives	{'GO:0000006': 0}	1.0
GO:0016861	F:intramolecular oxidoreductase activity, interconverting aldoses and ketoses	{'GO:0000006': 0}	1.0
GO:0016862	F:intramolecular oxidoreductase activity, interconverting keto- and enol-groups	{'GO:0000006': 0}	1.0
GO:0016866	F:intramolecular transferase activity	{'GO:0000006': 0}	1.0
GO:0016869	F:intramolecular transferase activity, transferring amino groups	{'GO:0000006': 0}	1.0
GO:0016872	F:intramolecular lyase activity	{'GO:0000006': 0}	1.0
GO:0016874	F:ligase activity	{'GO:0000006': 0}	1.0
GO:0016878	F:acid-thiol ligase activity	{'GO:0000006': 0}	1.0
GO:0016879	F:ligase activity, forming carbon-nitrogen bonds	{'GO:0000006': 0}	1.0
GO:0016880	F:acid-ammonia (or amide) ligase activity	{'GO:0000006': 0}	1.0
GO:0016881	F:acid-amino acid ligase activity	{'GO:0000006': 0}	1.0
GO:0016887	F:ATPase activity	{'GO:0000006': 0}	1.0
GO:0016888	F:endodeoxyribonuclease activity, producing 5'-phosphomonoesters	{'GO:0000006': 0}	1.0
GO:0016891	F:endoribonuclease activity, producing 5'-phosphomonoesters	{'GO:0000006': 0}	1.0
GO:0016892	F:endoribonuclease activity, producing 3'-phosphomonoesters	{'GO:0000006': 0}	1.0
GO:0016896	F:exoribonuclease activity, producing 5'-phosphomonoesters	{'GO:0000006': 0}	1.0
GO:0016901	F:oxidoreductase activity, acting on the CH-OH group of donors, quinone or similar compound as acceptor	{'GO:0000006': 0}	1.0
GO:0016903	F:oxidoreductase activity, acting on the aldehyde or oxo group of donors	{'GO:0000006': 0}	1.0
GO:0016966	F:nitric oxide reductase activity	{'GO:0000006': 0}	1.0
GO:0016979	F:lipoate-protein ligase activity	{'GO:0000006': 0}	1.0
GO:0016987	F:sigma factor activity	{'GO:0000006': 0}	1.0
GO:0016989	F:sigma factor antagonist activity	{'GO:0000006': 0}	1.0
GO:0016992	F:lipoate synthase activity	{'GO:0000006': 0}	1.0
GO:0016998	P:cell wall macromolecule catabolic process	{'GO:0000006': 0}	1.0
GO:0017001	P:antibiotic catabolic process	{'GO:0000006': 0}	1.0
GO:0017004	P:cytochrome complex assembly	{'GO:0000006': 0}	1.0
GO:0017013	P:protein flavinylation	{'GO:0000006': 0}	1.0
GO:0017038	P:protein import	{'GO:0000006': 0}	1.0
GO:0017053	C:transcription repressor complex	{'GO:0000006': 0}	1.0
GO:0017057	F:6-phosphogluconolactonase activity	{'GO:0000006': 0}	1.0
GO:0017061	F:S-methyl-5-thioadenosine phosphorylase activity	{'GO:0000006': 0}	1.0
GO:0017089	F:glycolipid transfer activity	{'GO:0000006': 0}	1.0
GO:0017091	F:AU-rich element binding	{'GO:0000006': 0}	1.0
GO:0017108	F:5'-flap endonuclease activity	{'GO:0000006': 0}	1.0
GO:0017110	F:nucleoside-diphosphatase activity	{'GO:0000006': 0}	1.0
GO:0017111	F:nucleoside-triphosphatase activity	{'GO:0000006': 0}	1.0
GO:0017113	F:dihydropyrimidine dehydrogenase (NADP+) activity	{'GO:0000006': 0}	1.0
GO:0017116	F:single-stranded DNA helicase activity	{'GO:0000006': 0}	1.0
GO:0017117	C:single-stranded DNA-dependent ATP-dependent DNA helicase complex	{'GO:0000006': 0}	1.0
GO:0017118	F:lipoyltransferase activity	{'GO:0000006': 0}	1.0
GO:0017148	P:negative regulation of translation	{'GO:0000006': 0}	1.0
GO:0017150	F:tRNA dihydrouridine synthase activity	{'GO:0000006': 0}	1.0
GO:0017151	F:DEAD/H-box RNA helicase binding	{'GO:0000006': 0}	1.0
GO:0017168	F:5-oxoprolinase (ATP-hydrolyzing) activity	{'GO:0000006': 0}	1.0
GO:0017189	P:N-terminal peptidyl-alanine acetylation	{'GO:0000006': 0}	1.0
GO:0017198	P:N-terminal peptidyl-serine acetylation	{'GO:0000006': 0}	1.0
GO:0018012	P:N-terminal peptidyl-alanine trimethylation	{'GO:0000006': 0}	1.0
GO:0018023	P:peptidyl-lysine trimethylation	{'GO:0000006': 0}	1.0
GO:0018063	P:cytochrome c-heme linkage	{'GO:0000006': 0}	1.0
GO:0018070	P:peptidyl-serine phosphopantetheinylation	{'GO:0000006': 0}	1.0
GO:0018104	P:peptidoglycan-protein cross-linking	{'GO:0000006': 0}	1.0
GO:0018105	P:peptidyl-serine phosphorylation	{'GO:0000006': 0}	1.0
GO:0018106	P:peptidyl-histidine phosphorylation	{'GO:0000006': 0}	1.0
GO:0018117	P:protein adenylylation	{'GO:0000006': 0}	1.0
GO:0018119	P:peptidyl-cysteine S-nitrosylation	{'GO:0000006': 0}	1.0
GO:0018125	P:peptidyl-cysteine methylation	{'GO:0000006': 0}	1.0
GO:0018131	P:oxazole or thiazole biosynthetic process	{'GO:0000006': 0}	1.0
GO:0018142	P:protein-DNA covalent cross-linking	{'GO:0000006': 0}	1.0
GO:0018160	P:peptidyl-pyrromethane cofactor linkage	{'GO:0000006': 0}	1.0
GO:0018169	F:ribosomal S6-glutamic acid ligase activity	{'GO:0000006': 0}	1.0
GO:0018247	P:protein-phosphoribosyl dephospho-coenzyme A linkage	{'GO:0000006': 0}	1.0
GO:0018277	P:protein deamination	{'GO:0000006': 0}	1.0
GO:0018283	P:iron incorporation into metallo-sulfur cluster	{'GO:0000006': 0}	1.0
GO:0018298	P:protein-chromophore linkage	{'GO:0000006': 0}	1.0
GO:0018307	P:enzyme active site formation	{'GO:0000006': 0}	1.0
GO:0018315	P:molybdenum incorporation into molybdenum-molybdopterin complex	{'GO:0000006': 0}	1.0
GO:0018339	P:peptidyl-L-beta-methylthioaspartic acid biosynthetic process from peptidyl-aspartic acid	{'GO:0000006': 0}	1.0
GO:0018345	P:protein palmitoylation	{'GO:0000006': 0}	1.0
GO:0018364	P:peptidyl-glutamine methylation	{'GO:0000006': 0}	1.0
GO:0018378	P:cytochrome c-heme linkage via heme-L-cysteine	{'GO:0000006': 0}	1.0
GO:0018393	P:internal peptidyl-lysine acetylation	{'GO:0000006': 0}	1.0
GO:0018394	P:peptidyl-lysine acetylation	{'GO:0000006': 0}	1.0
GO:0018410	P:C-terminal protein amino acid modification	{'GO:0000006': 0}	1.0
GO:0018455	F:alcohol dehydrogenase [NAD(P)+] activity	{'GO:0000006': 0}	1.0
GO:0018498	F:2,3-dihydroxy-2,3-dihydro-phenylpropionate dehydrogenase activity	{'GO:0000006': 0}	1.0
GO:0018545	F:NAD(P)H nitroreductase activity	{'GO:0000006': 0}	1.0
GO:0018738	F:S-formylglutathione hydrolase activity	{'GO:0000006': 0}	1.0
GO:0018741	F:alkyl sulfatase activity	{'GO:0000006': 0}	1.0
GO:0018756	F:ammeline aminohydrolase activity	{'GO:0000006': 0}	1.0
GO:0018771	F:2-hydroxy-6-oxonona-2,4-dienedioate hydrolase activity	{'GO:0000006': 0}	1.0
GO:0018773	F:acetylpyruvate hydrolase activity	{'GO:0000006': 0}	1.0
GO:0018909	P:dodecyl sulfate metabolic process	{'GO:0000006': 0}	1.0
GO:0018937	P:nitroglycerin metabolic process	{'GO:0000006': 0}	1.0
GO:0019003	F:GDP binding	{'GO:0000006': 0}	1.0
GO:0019008	C:molybdopterin synthase complex	{'GO:0000006': 0}	1.0
GO:0019068	P:virion assembly	{'GO:0000006': 0}	1.0
GO:0019076	P:viral release from host cell	{'GO:0000006': 0}	1.0
GO:0019104	F:DNA N-glycosylase activity	{'GO:0000006': 0}	1.0
GO:0019107	F:myristoyltransferase activity	{'GO:0000006': 0}	1.0
GO:0019134	F:glucosamine-1-phosphate N-acetyltransferase activity	{'GO:0000006': 0}	1.0
GO:0019143	F:3-deoxy-manno-octulosonate-8-phosphatase activity	{'GO:0000006': 0}	1.0
GO:0019144	F:ADP-sugar diphosphatase activity	{'GO:0000006': 0}	1.0
GO:0019145	F:aminobutyraldehyde dehydrogenase activity	{'GO:0000006': 0}	1.0
GO:0019146	F:arabinose-5-phosphate isomerase activity	{'GO:0000006': 0}	1.0
GO:0019147	F:(R)-aminopropanol dehydrogenase activity	{'GO:0000006': 0}	1.0
GO:0019148	F:D-cysteine desulfhydrase activity	{'GO:0000006': 0}	1.0
GO:0019149	F:3-chloro-D-alanine dehydrochlorinase activity	{'GO:0000006': 0}	1.0
GO:0019154	F:glycolate dehydrogenase activity	{'GO:0000006': 0}	1.0
GO:0019158	F:mannokinase activity	{'GO:0000006': 0}	1.0
GO:0019159	F:nicotinamide-nucleotide amidase activity	{'GO:0000006': 0}	1.0
GO:0019161	F:diamine transaminase activity	{'GO:0000006': 0}	1.0
GO:0019165	F:thiamine kinase activity	{'GO:0000006': 0}	1.0
GO:0019168	F:2-octaprenylphenol hydroxylase activity	{'GO:0000006': 0}	1.0
GO:0019170	F:methylglyoxal reductase (NADH-dependent) activity	{'GO:0000006': 0}	1.0
GO:0019172	F:glyoxalase III activity	{'GO:0000006': 0}	1.0
GO:0019177	F:dihydroneopterin triphosphate pyrophosphohydrolase activity	{'GO:0000006': 0}	1.0
GO:0019180	F:dTDP-4-amino-4,6-dideoxygalactose transaminase activity	{'GO:0000006': 0}	1.0
GO:0019197	C:phosphoenolpyruvate-dependent sugar phosphotransferase complex	{'GO:0000006': 0}	1.0
GO:0019200	F:carbohydrate kinase activity	{'GO:0000006': 0}	1.0
GO:0019213	F:deacetylase activity	{'GO:0000006': 0}	1.0
GO:0019217	P:regulation of fatty acid metabolic process	{'GO:0000006': 0}	1.0
GO:0019239	F:deaminase activity	{'GO:0000006': 0}	1.0
GO:0019240	P:citrulline biosynthetic process	{'GO:0000006': 0}	1.0
GO:0019242	P:methylglyoxal biosynthetic process	{'GO:0000006': 0}	1.0
GO:0019243	P:methylglyoxal catabolic process to D-lactate via S-lactoyl-glutathione	{'GO:0000006': 0}	1.0
GO:0019250	P:aerobic cobalamin biosynthetic process	{'GO:0000006': 0}	1.0
GO:0019262	P:N-acetylneuraminate catabolic process	{'GO:0000006': 0}	1.0
GO:0019264	P:glycine biosynthetic process from serine	{'GO:0000006': 0}	1.0
GO:0019272	P:L-alanine biosynthetic process from pyruvate	{'GO:0000006': 0}	1.0
GO:0019277	P:UDP-N-acetylgalactosamine biosynthetic process	{'GO:0000006': 0}	1.0
GO:0019281	P:L-methionine biosynthetic process from homoserine via O-succinyl-L-homoserine and cystathionine	{'GO:0000006': 0}	1.0
GO:0019284	P:L-methionine salvage from S-adenosylmethionine	{'GO:0000006': 0}	1.0
GO:0019285	P:glycine betaine biosynthetic process from choline	{'GO:0000006': 0}	1.0
GO:0019288	P:isopentenyl diphosphate biosynthetic process, methylerythritol 4-phosphate pathway	{'GO:0000006': 0}	1.0
GO:0019290	P:siderophore biosynthetic process	{'GO:0000006': 0}	1.0
GO:0019292	P:tyrosine biosynthetic process from chorismate via 4-hydroxyphenylpyruvate	{'GO:0000006': 0}	1.0
GO:0019294	P:keto-3-deoxy-D-manno-octulosonic acid biosynthetic process	{'GO:0000006': 0}	1.0
GO:0019299	P:rhamnose metabolic process	{'GO:0000006': 0}	1.0
GO:0019301	P:rhamnose catabolic process	{'GO:0000006': 0}	1.0
GO:0019303	P:D-ribose catabolic process	{'GO:0000006': 0}	1.0
GO:0019305	P:dTDP-rhamnose biosynthetic process	{'GO:0000006': 0}	1.0
GO:0019309	P:mannose catabolic process	{'GO:0000006': 0}	1.0
GO:0019316	P:D-allose catabolic process	{'GO:0000006': 0}	1.0
GO:0019323	P:pentose catabolic process	{'GO:0000006': 0}	1.0
GO:0019324	P:L-lyxose metabolic process	{'GO:0000006': 0}	1.0
GO:0019333	P:denitrification pathway	{'GO:0000006': 0}	1.0
GO:0019343	P:cysteine biosynthetic process via cystathionine	{'GO:0000006': 0}	1.0
GO:0019344	P:cysteine biosynthetic process	{'GO:0000006': 0}	1.0
GO:0019346	P:transsulfuration	{'GO:0000006': 0}	1.0
GO:0019353	P:protoporphyrinogen IX biosynthetic process from glutamate	{'GO:0000006': 0}	1.0
GO:0019354	P:siroheme biosynthetic process	{'GO:0000006': 0}	1.0
GO:0019363	P:pyridine nucleotide biosynthetic process	{'GO:0000006': 0}	1.0
GO:0019365	P:pyridine nucleotide salvage	{'GO:0000006': 0}	1.0
GO:0019379	P:sulfate assimilation, phosphoadenylyl sulfate reduction by phosphoadenylyl-sulfate reductase (thioredoxin)	{'GO:0000006': 0}	1.0
GO:0019380	P:3-phenylpropionate catabolic process	{'GO:0000006': 0}	1.0
GO:0019391	P:glucuronoside catabolic process	{'GO:0000006': 0}	1.0
GO:0019394	P:glucarate catabolic process	{'GO:0000006': 0}	1.0
GO:0019395	P:fatty acid oxidation	{'GO:0000006': 0}	1.0
GO:0019402	P:galactitol metabolic process	{'GO:0000006': 0}	1.0
GO:0019404	P:galactitol catabolic process	{'GO:0000006': 0}	1.0
GO:0019413	P:acetate biosynthetic process	{'GO:0000006': 0}	1.0
GO:0019419	P:sulfate reduction	{'GO:0000006': 0}	1.0
GO:0019427	P:acetyl-CoA biosynthetic process from acetate	{'GO:0000006': 0}	1.0
GO:0019430	P:removal of superoxide radicals	{'GO:0000006': 0}	1.0
GO:0019432	P:triglyceride biosynthetic process	{'GO:0000006': 0}	1.0
GO:0019439	P:aromatic compound catabolic process	{'GO:0000006': 0}	1.0
GO:0019447	P:D-cysteine catabolic process	{'GO:0000006': 0}	1.0
GO:0019450	P:L-cysteine catabolic process to pyruvate	{'GO:0000006': 0}	1.0
GO:0019464	P:glycine decarboxylation via glycine cleavage system	{'GO:0000006': 0}	1.0
GO:0019477	P:L-lysine catabolic process	{'GO:0000006': 0}	1.0
GO:0019478	P:D-amino acid catabolic process	{'GO:0000006': 0}	1.0
GO:0019480	P:L-alanine oxidation to pyruvate via D-alanine	{'GO:0000006': 0}	1.0
GO:0019509	P:L-methionine salvage from methylthioadenosine	{'GO:0000006': 0}	1.0
GO:0019516	P:lactate oxidation	{'GO:0000006': 0}	1.0
GO:0019518	P:L-threonine catabolic process to glycine	{'GO:0000006': 0}	1.0
GO:0019521	P:D-gluconate metabolic process	{'GO:0000006': 0}	1.0
GO:0019534	F:toxin transmembrane transporter activity	{'GO:0000006': 0}	1.0
GO:0019542	P:propionate biosynthetic process	{'GO:0000006': 0}	1.0
GO:0019544	P:arginine catabolic process to glutamate	{'GO:0000006': 0}	1.0
GO:0019545	P:arginine catabolic process to succinate	{'GO:0000006': 0}	1.0
GO:0019546	P:arginine deiminase pathway	{'GO:0000006': 0}	1.0
GO:0019563	P:glycerol catabolic process	{'GO:0000006': 0}	1.0
GO:0019568	P:arabinose catabolic process	{'GO:0000006': 0}	1.0
GO:0019569	P:L-arabinose catabolic process to xylulose 5-phosphate	{'GO:0000006': 0}	1.0
GO:0019571	P:D-arabinose catabolic process	{'GO:0000006': 0}	1.0
GO:0019572	P:L-arabinose catabolic process	{'GO:0000006': 0}	1.0
GO:0019584	P:galactonate catabolic process	{'GO:0000006': 0}	1.0
GO:0019588	P:anaerobic glycerol catabolic process	{'GO:0000006': 0}	1.0
GO:0019592	P:mannitol catabolic process	{'GO:0000006': 0}	1.0
GO:0019594	P:mannitol metabolic process	{'GO:0000006': 0}	1.0
GO:0019607	P:phenylethylamine catabolic process	{'GO:0000006': 0}	1.0
GO:0019619	P:3,4-dihydroxybenzoate catabolic process	{'GO:0000006': 0}	1.0
GO:0019622	P:3-(3-hydroxy)phenylpropionate catabolic process	{'GO:0000006': 0}	1.0
GO:0019629	P:propionate catabolic process, 2-methylcitrate cycle	{'GO:0000006': 0}	1.0
GO:0019632	P:shikimate metabolic process	{'GO:0000006': 0}	1.0
GO:0019634	P:organic phosphonate metabolic process	{'GO:0000006': 0}	1.0
GO:0019645	P:anaerobic electron transport chain	{'GO:0000006': 0}	1.0
GO:0019646	P:aerobic electron transport chain	{'GO:0000006': 0}	1.0
GO:0019664	P:mixed acid fermentation	{'GO:0000006': 0}	1.0
GO:0019665	P:anaerobic amino acid catabolic process	{'GO:0000006': 0}	1.0
GO:0019673	P:GDP-mannose metabolic process	{'GO:0000006': 0}	1.0
GO:0019674	P:NAD metabolic process	{'GO:0000006': 0}	1.0
GO:0019676	P:ammonia assimilation cycle	{'GO:0000006': 0}	1.0
GO:0019677	P:NAD catabolic process	{'GO:0000006': 0}	1.0
GO:0019679	P:propionate metabolic process, methylcitrate cycle	{'GO:0000006': 0}	1.0
GO:0019686	P:purine nucleoside interconversion	{'GO:0000006': 0}	1.0
GO:0019693	P:ribose phosphate metabolic process	{'GO:0000006': 0}	1.0
GO:0019698	P:D-galacturonate catabolic process	{'GO:0000006': 0}	1.0
GO:0019700	P:organic phosphonate catabolic process	{'GO:0000006': 0}	1.0
GO:0019740	P:nitrogen utilization	{'GO:0000006': 0}	1.0
GO:0019752	P:carboxylic acid metabolic process	{'GO:0000006': 0}	1.0
GO:0019808	F:polyamine binding	{'GO:0000006': 0}	1.0
GO:0019809	F:spermidine binding	{'GO:0000006': 0}	1.0
GO:0019810	F:putrescine binding	{'GO:0000006': 0}	1.0
GO:0019825	F:oxygen binding	{'GO:0000006': 0}	1.0
GO:0019826	F:oxygen sensor activity	{'GO:0000006': 0}	1.0
GO:0019829	F:ATPase-coupled cation transmembrane transporter activity	{'GO:0000006': 0}	1.0
GO:0019835	P:cytolysis	{'GO:0000006': 0}	1.0
GO:0019843	F:rRNA binding	{'GO:0000006': 0}	1.0
GO:0019852	P:L-ascorbic acid metabolic process	{'GO:0000006': 0}	1.0
GO:0019853	P:L-ascorbic acid biosynthetic process	{'GO:0000006': 0}	1.0
GO:0019854	P:L-ascorbic acid catabolic process	{'GO:0000006': 0}	1.0
GO:0019856	P:pyrimidine nucleobase biosynthetic process	{'GO:0000006': 0}	1.0
GO:0019858	P:cytosine metabolic process	{'GO:0000006': 0}	1.0
GO:0019859	P:thymine metabolic process	{'GO:0000006': 0}	1.0
GO:0019866	C:organelle inner membrane	{'GO:0000006': 0}	1.0
GO:0019867	C:outer membrane	{'GO:0000006': 0}	1.0
GO:0019877	P:diaminopimelate biosynthetic process	{'GO:0000006': 0}	1.0
GO:0019878	P:lysine biosynthetic process via aminoadipic acid	{'GO:0000006': 0}	1.0
GO:0019897	C:extrinsic component of plasma membrane	{'GO:0000006': 0}	1.0
GO:0019898	C:extrinsic component of membrane	{'GO:0000006': 0}	1.0
GO:0019899	F:enzyme binding	{'GO:0000006': 0}	1.0
GO:0019901	F:protein kinase binding	{'GO:0000006': 0}	1.0
GO:0019904	F:protein domain specific binding	{'GO:0000006': 0}	1.0
GO:0019985	P:translesion synthesis	{'GO:0000006': 0}	1.0
GO:0019988	P:charged-tRNA amino acid modification	{'GO:0000006': 0}	1.0
GO:0019992	F:diacylglycerol binding	{'GO:0000006': 0}	1.0
GO:0020002	C:host cell plasma membrane	{'GO:0000006': 0}	1.0
GO:0020037	F:heme binding	{'GO:0000006': 0}	1.0
GO:0022417	P:protein maturation by protein folding	{'GO:0000006': 0}	1.0
GO:0022610	P:biological adhesion	{'GO:0000006': 0}	1.0
GO:0022611	P:dormancy process	{'GO:0000006': 0}	1.0
GO:0022625	C:cytosolic large ribosomal subunit	{'GO:0000006': 0}	1.0
GO:0022627	C:cytosolic small ribosomal subunit	{'GO:0000006': 0}	1.0
GO:0022804	F:active transmembrane transporter activity	{'GO:0000006': 0}	1.0
GO:0022834	F:ligand-gated channel activity	{'GO:0000006': 0}	1.0
GO:0022857	F:transmembrane transporter activity	{'GO:0000006': 0}	1.0
GO:0022870	F:protein-N(PI)-phosphohistidine-mannose phosphotransferase system transporter activity	{'GO:0000006': 0}	1.0
GO:0022872	F:protein-N(PI)-phosphohistidine-mannitol phosphotransferase system transmembrane transporter activity	{'GO:0000006': 0}	1.0
GO:0022877	F:protein-N(PI)-phosphohistidine-fructose phosphotransferase system transporter activity	{'GO:0000006': 0}	1.0
GO:0022883	F:zinc efflux transmembrane transporter activity	{'GO:0000006': 0}	1.0
GO:0022900	P:electron transport chain	{'GO:0000006': 0}	1.0
GO:0022904	P:respiratory electron transport chain	{'GO:0000006': 0}	1.0
GO:0023014	P:signal transduction by protein phosphorylation	{'GO:0000006': 0}	1.0
GO:0030001	P:metal ion transport	{'GO:0000006': 0}	1.0
GO:0030007	P:cellular potassium ion homeostasis	{'GO:0000006': 0}	1.0
GO:0030026	P:cellular manganese ion homeostasis	{'GO:0000006': 0}	1.0
GO:0030060	F:L-malate dehydrogenase activity	{'GO:0000006': 0}	1.0
GO:0030091	P:protein repair	{'GO:0000006': 0}	1.0
GO:0030145	F:manganese ion binding	{'GO:0000006': 0}	1.0
GO:0030151	F:molybdenum ion binding	{'GO:0000006': 0}	1.0
GO:0030153	P:bacteriocin immunity	{'GO:0000006': 0}	1.0
GO:0030162	P:regulation of proteolysis	{'GO:0000006': 0}	1.0
GO:0030163	P:protein catabolic process	{'GO:0000006': 0}	1.0
GO:0030164	P:protein denaturation	{'GO:0000006': 0}	1.0
GO:0030170	F:pyridoxal phosphate binding	{'GO:0000006': 0}	1.0
GO:0030234	F:enzyme regulator activity	{'GO:0000006': 0}	1.0
GO:0030244	P:cellulose biosynthetic process	{'GO:0000006': 0}	1.0
GO:0030245	P:cellulose catabolic process	{'GO:0000006': 0}	1.0
GO:0030246	F:carbohydrate binding	{'GO:0000006': 0}	1.0
GO:0030254	P:protein secretion by the type III secretion system	{'GO:0000006': 0}	1.0
GO:0030257	C:type III protein secretion system complex	{'GO:0000006': 0}	1.0
GO:0030258	P:lipid modification	{'GO:0000006': 0}	1.0
GO:0030259	P:lipid glycosylation	{'GO:0000006': 0}	1.0
GO:0030261	P:chromosome condensation	{'GO:0000006': 0}	1.0
GO:0030266	F:quinate 3-dehydrogenase (NAD+) activity	{'GO:0000006': 0}	1.0
GO:0030267	F:glyoxylate reductase (NADP) activity	{'GO:0000006': 0}	1.0
GO:0030272	F:5-formyltetrahydrofolate cyclo-ligase activity	{'GO:0000006': 0}	1.0
GO:0030288	C:outer membrane-bounded periplasmic space	{'GO:0000006': 0}	1.0
GO:0030295	F:protein kinase activator activity	{'GO:0000006': 0}	1.0
GO:0030307	P:positive regulation of cell growth	{'GO:0000006': 0}	1.0
GO:0030308	P:negative regulation of cell growth	{'GO:0000006': 0}	1.0
GO:0030313	C:cell envelope	{'GO:0000006': 0}	1.0
GO:0030337	F:DNA polymerase processivity factor activity	{'GO:0000006': 0}	1.0
GO:0030366	F:molybdopterin synthase activity	{'GO:0000006': 0}	1.0
GO:0030371	F:translation repressor activity	{'GO:0000006': 0}	1.0
GO:0030388	P:fructose 1,6-bisphosphate metabolic process	{'GO:0000006': 0}	1.0
GO:0030395	F:lactose binding	{'GO:0000006': 0}	1.0
GO:0030420	P:establishment of competence for transformation	{'GO:0000006': 0}	1.0
GO:0030428	C:cell septum	{'GO:0000006': 0}	1.0
GO:0030488	P:tRNA methylation	{'GO:0000006': 0}	1.0
GO:0030490	P:maturation of SSU-rRNA	{'GO:0000006': 0}	1.0
GO:0030497	P:fatty acid elongation	{'GO:0000006': 0}	1.0
GO:0030541	P:plasmid partitioning	{'GO:0000006': 0}	1.0
GO:0030552	F:cAMP binding	{'GO:0000006': 0}	1.0
GO:0030573	P:bile acid catabolic process	{'GO:0000006': 0}	1.0
GO:0030599	F:pectinesterase activity	{'GO:0000006': 0}	1.0
GO:0030604	F:1-deoxy-D-xylulose-5-phosphate reductoisomerase activity	{'GO:0000006': 0}	1.0
GO:0030611	F:arsenate reductase activity	{'GO:0000006': 0}	1.0
GO:0030613	F:oxidoreductase activity, acting on phosphorus or arsenic in donors	{'GO:0000006': 0}	1.0
GO:0030632	P:D-alanine biosynthetic process	{'GO:0000006': 0}	1.0
GO:0030641	P:regulation of cellular pH	{'GO:0000006': 0}	1.0
GO:0030643	P:cellular phosphate ion homeostasis	{'GO:0000006': 0}	1.0
GO:0030674	F:protein-macromolecule adaptor activity	{'GO:0000006': 0}	1.0
GO:0030677	C:ribonuclease P complex	{'GO:0000006': 0}	1.0
GO:0030694	C:bacterial-type flagellum basal body, rod	{'GO:0000006': 0}	1.0
GO:0030697	F:S-adenosylmethionine-dependent tRNA (m5U54) methyltransferase activity	{'GO:0000006': 0}	1.0
